2020-03-02 13:45:34,733 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x1000004a68a0003, timeout of 4000ms exceeded
2020-03-02 13:45:34,733 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000004a68a0003
2020-03-02 13:45:35,889 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:49611
2020-03-02 13:45:35,898 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@938] - Client attempting to establish new session at /127.0.0.1:49611
2020-03-02 13:45:35,900 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x1000004a68a0004 with negotiated timeout 4000 for client /127.0.0.1:49611
2020-03-02 13:49:31,170 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x1000004a68a0004, likely client has closed socket
2020-03-02 13:49:31,171 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:49611 which had sessionid 0x1000004a68a0004
2020-03-02 13:49:34,786 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x1000004a68a0004, timeout of 4000ms exceeded
2020-03-02 13:49:34,787 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000004a68a0004
2020-03-02 13:49:36,540 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:49630
2020-03-02 13:49:36,548 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@938] - Client attempting to establish new session at /127.0.0.1:49630
2020-03-02 13:49:36,549 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x1000004a68a0005 with negotiated timeout 4000 for client /127.0.0.1:49630
2020-03-02 13:51:13,024 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x1000004a68a0005, likely client has closed socket
2020-03-02 13:51:13,025 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:49630 which had sessionid 0x1000004a68a0005
2020-03-02 13:51:16,794 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x1000004a68a0005, timeout of 4000ms exceeded
2020-03-02 13:51:16,798 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000004a68a0005
2020-03-02 13:51:28,690 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /0:0:0:0:0:0:0:1:49644
2020-03-02 13:51:28,698 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@938] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:49644
2020-03-02 13:51:28,700 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x1000004a68a0006 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:49644
2020-03-02 13:53:42,287 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x1000004a68a0006, likely client has closed socket
2020-03-02 13:53:42,288 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /0:0:0:0:0:0:0:1:49644 which had sessionid 0x1000004a68a0006
2020-03-02 13:53:46,795 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x1000004a68a0006, timeout of 4000ms exceeded
2020-03-02 13:53:46,795 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000004a68a0006
2020-03-02 13:53:46,864 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /0:0:0:0:0:0:0:1:49657
2020-03-02 13:53:46,871 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@938] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:49657
2020-03-02 13:53:46,875 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x1000004a68a0007 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:49657
2020-03-02 13:55:24,133 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x1000004a68a0007, likely client has closed socket
2020-03-02 13:55:24,134 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /0:0:0:0:0:0:0:1:49657 which had sessionid 0x1000004a68a0007
2020-03-02 13:55:28,802 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x1000004a68a0007, timeout of 4000ms exceeded
2020-03-02 13:55:28,803 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000004a68a0007
2020-03-02 13:55:29,916 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /0:0:0:0:0:0:0:1:49673
2020-03-02 13:55:29,924 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@938] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:49673
2020-03-02 13:55:29,926 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x1000004a68a0008 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:49673
2020-03-02 13:56:19,461 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x1000004a68a0008, likely client has closed socket
2020-03-02 13:56:19,462 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /0:0:0:0:0:0:0:1:49673 which had sessionid 0x1000004a68a0008
2020-03-02 13:56:22,803 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x1000004a68a0008, timeout of 4000ms exceeded
2020-03-02 13:56:22,804 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000004a68a0008
